"Item Code",Location,Period,"Sales Quantity","Cost of sales","Sales Value","Issues Quantity"
BWLB-1505,3,2016/11/01,36,0,96.00,0
BWLB-1505,3,2016/08/01,24,0,84.00,0
BWLB-1505,3,2017/07/01,12,0,54.00,0
BWLB-1505,3,2017/11/01,72,0,288.00,0
BWLB-1505,3,2016/06/01,48,0,177.60,0
BWLB-1505,3,2016/07/01,64,0,234.40,0
BWLB-1505,3,2017/03/01,49,0,192.00,0
BWLB-1505,3,2017/01/01,12,0,48.00,0
BWLB-1505,3,2016/02/01,72,0,288.00,0
BWLB-1505,3,2016/01/01,60,0,240.00,0
BWLB-1505,3,2016/10/01,30,0,116.40,0
BWLB-1505,3,2016/09/01,110,0,430.40,0
BWLB-1505,3,2016/04/01,12,0,48.00,0
BWLB-1505,3,2017/09/01,8,0,27.20,0
BWLB-1505,3,2016/03/01,72,0,288.00,0
BWLB-1505,3,2017/08/01,18,0,68.40,0
BWLB-1505,3,2017/06/01,84,0,336.00,0
BWLB-1505,3,2017/05/01,36,0,144.00,0
BWLB-1505,3,2016/12/01,12,0,48.00,0
BWLB-1505,3,2017/02/01,48,0,192.00,0
BWLG-1556,3,2016/04/01,24,0,88.80,0
BWLG-1556,3,2016/08/01,132,0,508.80,0
BWLG-1556,3,2016/10/01,23,0,85.40,0
BWLG-1556,3,2016/02/01,84,0,336.00,0
BWLG-1556,3,2016/09/01,156,0,624.00,0
BWLG-1556,3,2016/05/01,60,0,240.00,0
BWLG-1556,3,2016/03/01,60,0,240.00,0
BWLG-1556,3,2016/12/01,24,0,96.00,0
BWLG-1556,3,2016/07/01,236,0,905.60,0
BWLG-1556,3,2016/11/01,216,0,816.00,0
BWLG-1556,3,2017/01/01,108,0,432.00,0
BWLG-1556,3,2016/06/01,0,0,.00,0
BWLG-1556,3,2017/02/01,12,0,48.00,0
BWLG-1556,3,2016/01/01,84,0,336.00,0
BWLG-1556,3,2017/03/01,0,0,.00,0
BWLO-1554,3,2016/04/01,60,0,240.00,0
BWLO-1554,3,2016/12/01,108,0,432.00,0
BWLO-1554,3,2017/06/01,36,0,144.00,0
BWLO-1554,3,2016/10/01,12,0,48.00,0
BWLO-1554,3,2016/02/01,36,0,144.00,0
BWLO-1554,3,2017/02/01,36,0,144.00,0
BWLO-1554,3,2016/09/01,12,0,48.00,0
BWLO-1554,3,2016/01/01,12,0,48.00,0
BWLO-1554,3,2017/05/01,12,0,48.00,0
BWLO-1554,3,2017/04/01,36,0,144.00,0
BWLO-1554,3,2016/08/01,48,0,180.00,0
BWLO-1554,3,2016/05/01,72,0,288.00,0
BWLO-1554,3,2017/01/01,48,0,192.00,0
BWLO-1554,3,2016/07/01,84,0,331.20,0
BWLO-1554,3,2017/03/01,36,0,144.00,0
BWLO-1554,3,2016/06/01,96,0,369.60,0
BWLO-1554,3,2016/11/01,72,0,240.00,0
BWLY-1555,3,2016/05/01,12,0,48.00,0
BWLY-1555,3,2016/12/01,24,0,96.00,0
BWLY-1555,3,2016/07/01,72,0,283.20,0
BWLY-1555,3,2016/04/01,24,0,96.00,0
BWLY-1555,3,2017/03/01,0,0,.00,0
BWLY-1555,3,2016/03/01,24,0,96.00,0
BWLY-1555,3,2016/11/01,24,0,48.00,0
BWLY-1555,3,2016/01/01,36,0,144.00,0
BWLY-1555,3,2016/08/01,36,0,132.00,0
BWLY-1555,3,2016/09/01,36,0,150.00,0
BWLY-1555,3,2016/06/01,72,0,273.60,0
BWLY-1555,3,2017/04/01,0,0,.00,0
CAT16,3,2016/07/01,-137,0,.00,0
CAT16,3,2016/10/01,-3,0,.00,0
CAT16,3,2016/09/01,-22,0,.00,0
CAT16,3,2016/08/01,-238,0,.00,0
CAT16,3,2016/04/01,-200,0,.00,0
CAT16,3,2016/02/01,-6,0,.00,0
CAT16,3,2016/05/01,-125,0,.00,0
CAT16,3,2016/03/01,-144,0,.00,0
CAT16,3,2016/06/01,0,0,.00,0
CAT17,3,2017/07/01,-200,0,.00,0
CAT17,3,2017/08/01,-50,0,.00,0
CAT17,3,2017/06/01,-150,0,.00,0
CAT17,3,2017/03/01,-24,0,.00,0
CAT17,3,2017/02/01,-200,0,.00,0
CAT18,3,2018/01/01,-4552,0,.00,0
CCRB-1237,3,2017/12/01,18136,0,261595.80,0
CCRB-1237,3,2017/04/01,2700,0,28809.88,0
CCRB-1237,3,2017/03/01,4840,0,58278.92,0
CCRB-1237,3,2017/07/01,7616,0,84174.56,0
CCRB-1237,3,2017/08/01,4370,0,51207.34,0
CCRB-1237,3,2018/02/01,904,0,9679.72,0
CCRB-1237,3,2017/09/01,4062,0,47969.88,0
CCRB-1237,3,2017/10/01,7627,0,85785.52,0
CCRB-1237,3,2017/02/01,0,0,.00,0
CCRB-1237,3,2017/06/01,3608,0,47605.40,0
CCRB-1237,3,2017/11/01,13548,0,183208.46,0
CCRB-1237,3,2018/01/01,1508,0,16476.92,0
CCRB-1237,3,2017/05/01,2210,0,22749.96,0
CCRB-1237,3,2017/01/01,0,0,.00,0
CDPA-1107,3,2017/01/01,12,0,72.00,0
CDPA-1107,3,2017/02/01,0,0,.00,0
CDPA-1107,3,2017/11/01,0,0,.00,0
CDPA-1107,3,2017/09/01,0,0,.00,0
CDPA-1107,3,2017/05/01,0,0,.00,0
CDPA-1107,3,2016/03/01,2510,0,19456.00,0
CDPA-1107,3,2016/06/01,1092,0,7704.48,0
CDPA-1107,3,2016/05/01,1355,0,9689.18,0
CDPA-1107,3,2016/11/01,4056,0,31530.00,0
CDPA-1107,3,2016/04/01,3211,0,20147.78,0
CDPA-1107,3,2017/04/01,0,0,.00,0
CDPA-1107,3,2016/07/01,1882,0,12119.00,0
CDPA-1107,3,2017/03/01,0,0,.00,0
CDPA-1107,3,2016/12/01,646,0,4248.80,0
CDPA-1107,3,2016/10/01,3301,0,24279.56,0
CDPA-1107,3,2016/02/01,852,0,5045.40,0
CDPA-1107,3,2016/01/01,2208,0,13557.48,0
CDPA-1107,3,2016/08/01,1597,0,10618.08,0
CDPA-1107,3,2016/09/01,2130,0,14485.80,0
CDPA-1107,3,2017/06/01,0,0,.00,0
CDPA-1107,9,2016/06/01,54,0,-483.30,0
CDPA-1107,9,2016/09/01,-13,0,-116.35,0
CDPA-1107,9,2017/03/01,-8,0,-71.60,0
CDPA-1107,9,2017/02/01,-5,0,-44.73,0
CDPB-1262,3,2017/09/01,1422,0,7894.06,0
CDPB-1262,3,2017/06/01,874,0,5467.04,0
CDPB-1262,3,2017/07/01,1193,0,7167.84,0
CDPB-1262,3,2018/02/01,60,0,510.00,0
CDPB-1262,3,2017/12/01,1347,0,12392.00,0
CDPB-1262,3,2017/11/01,1488,0,9868.68,0
CDPB-1262,3,2017/08/01,940,0,5772.44,0
CDPB-1262,3,2017/10/01,1866,0,11204.82,0
CDPB-1262,3,2017/05/01,338,0,2300.64,0
CDPB-1262,3,2017/03/01,2652,0,12845.16,0
CDPB-1262,3,2018/01/01,147,0,1133.70,0
CDPB-1262,3,2017/01/01,12,0,.00,0
CDPB-1262,3,2017/02/01,900,0,5225.40,0
CDPB-1262,3,2017/04/01,898,0,4947.32,0
CDPB-1262,9,2017/11/01,-6,0,-51.00,0
CFBP-1197,3,2017/04/01,150,0,1050.00,0
CFBP-1197,3,2016/10/01,31,0,271.25,0
CFBP-1197,3,2016/11/01,24,0,210.00,0
CFBP-1197,3,2016/12/01,10,0,87.50,0
CFBP-1197,3,2016/05/01,113,0,988.75,0
CFBP-1197,3,2016/09/01,32,0,280.00,0
CFTP-1199,3,2017/10/01,1820,0,25551.96,0
CFTP-1199,3,2017/09/01,488,0,5691.56,0
CFTP-1199,3,2017/12/01,1194,0,22297.50,0
CFTP-1199,3,2016/11/01,38,0,425.60,0
CFTP-1199,3,2018/01/01,19,0,90.00,0
CFTP-1199,3,2017/11/01,1260,0,15837.90,0
CFTP-1199,3,2017/08/01,133,0,1719.00,0
CFTP-1199,3,2016/10/01,30,0,336.00,0
CFTP-1199,3,2017/02/01,54,0,372.60,0
CFTP-1199,3,2016/12/01,29,0,324.80,0
CFTP-1199,3,2016/05/01,113,0,988.75,0
CFTP-1199,3,2017/03/01,60,0,403.92,0
CFTP-1199,3,2016/09/01,26,0,291.20,0
CHF01R,2,2016/11/01,1,0,5.00,0
CHF01R,3,2016/11/01,1920,0,13330.32,0
CHF01R,3,2016/06/01,608,0,3826.34,0
CHF01R,3,2016/01/01,144,0,1213.80,0
CHF01R,3,2016/05/01,207,0,1633.36,0
CHF01R,3,2017/03/01,687,0,4164.56,0
CHF01R,3,2017/06/01,595,0,4000.24,0
CHF01R,3,2017/12/01,2,0,18.30,0
CHF01R,3,2017/11/01,1520,0,10263.44,0
CHF01R,3,2017/07/01,899,0,5996.48,0
CHF01R,3,2016/07/01,1438,0,8098.40,0
CHF01R,3,2017/02/01,105,0,887.60,0
CHF01R,3,2016/08/01,1635,0,9914.24,0
CHF01R,3,2016/02/01,456,0,3309.20,0
CHF01R,3,2018/02/01,685,0,6267.75,0
CHF01R,3,2018/01/01,1,0,.00,0
CHF01R,3,2017/04/01,680,0,5139.44,0
CHF01R,3,2017/01/01,656,0,4464.00,0
CHF01R,3,2016/09/01,867,0,6086.64,0
CHF01R,3,2016/03/01,713,0,4326.80,0
CHF01R,3,2016/04/01,680,0,4171.60,0
CHF01R,3,2017/10/01,1488,0,10689.60,0
CHF01R,3,2017/09/01,1476,0,10436.40,0
CHF01R,3,2017/08/01,786,0,4710.40,0
CHF01R,3,2017/05/01,408,0,2920.64,0
CHF01R,3,2016/12/01,1089,0,7020.72,0
CHF01R,3,2016/10/01,992,0,7273.60,0
CHF01R,9,2017/02/01,-10,0,-89.50,0
CHF01R,9,2016/08/01,-8,0,-68.00,0
CHF01R,9,2016/09/01,-5,0,-44.75,0
CHF01R,9,2017/03/01,-1,0,-8.95,0
CHP1-1151,2,2016/11/01,1,0,4.00,0
CHP1-1151,3,2016/08/01,238,0,992.32,0
CHP1-1151,3,2017/08/01,100,0,520.40,0
CHP1-1151,3,2017/01/01,72,0,376.80,0
CHP1-1151,3,2016/06/01,152,0,760.40,0
CHP1-1151,3,2017/04/01,139,0,649.20,0
CHP1-1151,3,2017/12/01,392,0,1834.00,0
CHP1-1151,3,2018/01/01,130,0,394.96,0
CHP1-1151,3,2016/07/01,1981,0,8599.60,0
CHP1-1151,3,2017/07/01,144,0,741.60,0
CHP1-1151,3,2017/10/01,179,0,925.60,0
CHP1-1151,3,2016/05/01,168,0,796.40,0
CHP1-1151,3,2017/09/01,147,0,755.52,0
CHP1-1151,3,2017/11/01,248,0,1114.80,0
CHP1-1151,3,2017/06/01,154,0,782.00,0
CHP1-1151,3,2017/03/01,120,0,570.20,0
CHP1-1151,3,2017/02/01,33,0,160.00,0
CHP1-1151,3,2016/12/01,81,0,404.00,0
CHP1-1151,3,2016/10/01,935,0,4598.48,0
CHP1-1151,3,2018/02/01,32,0,165.60,0
CHP1-1151,3,2016/09/01,481,0,2244.72,0
CHP1-1151,3,2016/03/01,872,0,4056.00,0
CHP1-1151,3,2017/05/01,64,0,335.60,0
CHP1-1151,3,2016/11/01,304,0,1532.00,0
CHP1-1151,3,2016/04/01,376,0,1814.80,0
CHP1-1151,9,2016/11/01,-8,0,-42.00,0
CHP1-1151,9,2017/03/01,-56,0,-294.00,0
CHP1-1151,9,2017/02/01,-201,0,-1055.25,0
CHP1-1151,9,2017/01/01,-58,0,-304.50,0
CHP1-1151,9,2017/08/01,-7,0,-36.75,0
CHP1-1151,9,2017/05/01,-6,0,-31.50,0
CHST-1146,3,2016/05/01,15,0,.00,0
CHST-1146,3,2016/11/01,190,0,2.00,0
CHST-1146,3,2018/02/01,16,0,.00,0
CHST-1146,3,2016/07/01,14,0,.00,0
CHST-1146,3,2017/01/01,23,0,.00,0
CHST-1146,3,2017/10/01,39,0,.00,0
CHST-1146,3,2017/04/01,37,0,.00,0
CHST-1146,3,2017/12/01,8,0,.00,0
CHST-1146,3,2016/02/01,42,0,.00,0
CHST-1146,3,2017/07/01,35,0,.00,0
CHST-1146,3,2017/09/01,16,0,.00,0
CHST-1146,3,2016/09/01,59,0,.00,0
CHST-1146,3,2018/01/01,27,0,.00,0
CHST-1146,3,2016/03/01,36,0,.00,0
CHST-1146,3,2017/08/01,36,0,.00,0
CHST-1146,3,2017/02/01,61,0,.00,0
CHST-1146,3,2017/03/01,57,0,.00,0
CHST-1146,3,2017/05/01,48,0,2.00,0
CHST-1146,3,2016/01/01,24,0,.00,0
CHST-1146,3,2016/04/01,42,0,.00,0
CHST-1146,3,2016/06/01,29,0,.00,0
CHST-1146,3,2016/08/01,37,0,3.00,0
CHST-1146,3,2016/10/01,144,0,.00,0
CHST-1146,3,2016/12/01,6,0,.00,0
CHST-1146,3,2017/06/01,12,0,.00,0
CHST-1146,3,2017/11/01,38,0,1.00,0
CHST-1146,7,2016/11/01,1,0,.00,0
CHST-1146,9,2016/11/01,-1,0,.00,0
CHST-1146F,3,2016/09/01,10,0,.00,0
CHST-1146F,3,2016/07/01,14,0,.00,0
CHST-1146F,3,2016/03/01,57,0,.00,0
CHST-1146F,3,2016/10/01,0,0,.00,0
CHST-1146F,3,2017/09/01,10,0,.00,0
CHST-1146FA,3,2016/05/01,8,0,.00,0
CHST-1146FA,3,2017/07/01,10,0,.00,0
CHST-1146FA,3,2017/12/01,4,0,.00,0
CHST-1146FA,3,2016/10/01,10,0,.00,0
CHST-1146FA,3,2016/04/01,120,0,.00,0
CHST-1146FA,3,2016/07/01,171,0,.00,0
CHSTC-1228,3,2017/11/01,12,0,.00,0
CMXA-1108,3,2016/09/01,557,0,4127.92,0
CMXA-1108,3,2017/01/01,504,0,2680.32,0
CMXA-1108,3,2016/06/01,360,0,3083.04,0
CMXA-1108,3,2016/02/01,768,0,4331.40,0
CMXA-1108,3,2016/08/01,582,0,4840.56,0
CMXA-1108,3,2016/01/01,1788,0,10048.08,0
CMXA-1108,3,2016/04/01,2398,0,13512.08,0
CMXA-1108,3,2017/03/01,24,0,214.80,0
CMXA-1108,3,2016/10/01,588,0,4311.36,0
CMXA-1108,3,2016/12/01,948,0,6241.20,0
CMXA-1108,3,2016/11/01,528,0,4087.44,0
CMXA-1108,3,2016/07/01,1207,0,8437.16,0
CMXA-1108,3,2016/05/01,272,0,2020.80,0
CMXA-1108,3,2017/02/01,528,0,2292.60,0
CMXA-1108,3,2016/03/01,1346,0,8999.50,0
CMXA-1108,3,2017/04/01,2832,0,8410.20,0
CMXA-1108,3,2017/06/01,2832,0,8644.20,0
CMXA-1108,9,2017/03/01,-2,0,-17.90,0
CMXA-1108,9,2016/06/01,36,0,-322.20,0
CMXA-1108,9,2017/02/01,-7,0,-62.65,0
CMXG-1263,3,2017/01/01,12,0,.00,0
CMXG-1263,3,2018/02/01,19,0,112.00,0
CMXG-1263,3,2017/11/01,2946,0,22308.90,0
CMXG-1263,3,2017/09/01,570,0,3764.04,0
CMXG-1263,3,2017/03/01,1419,0,7383.30,0
CMXG-1263,3,2017/10/01,1273,0,6984.78,0
CMXG-1263,3,2017/04/01,94,0,738.80,0
CMXG-1263,3,2018/01/01,24,0,213.00,0
CMXG-1263,3,2017/08/01,532,0,3278.00,0
CMXG-1263,3,2017/07/01,863,0,4833.84,0
CMXG-1263,3,2017/06/01,609,0,3773.40,0
CMXG-1263,3,2017/12/01,1358,0,11165.92,0
CMXG-1263,3,2017/02/01,726,0,3878.40,0
CMXG-1263,3,2017/05/01,192,0,1371.00,0
CONR-1240,3,2017/08/01,1442,0,7142.38,0
CONR-1240,3,2017/09/01,1757,0,9593.16,0
CONR-1240,3,2017/12/01,198,0,992.88,0
CONR-1240,3,2018/01/01,489,0,2182.20,0
CONR-1240,3,2017/02/01,0,0,.00,0
CONR-1240,3,2017/10/01,2047,0,12995.54,0
CONR-1240,3,2017/05/01,0,0,.00,0
CONR-1240,3,2018/02/01,30,0,195.00,0
CONR-1240,3,2017/01/01,0,0,.00,0
CONR-1240,3,2017/03/01,0,0,.00,0
CONR-1240,3,2017/04/01,6,0,39.00,0
CONR-1240,3,2017/07/01,1038,0,6690.00,0
CONR-1240,3,2017/06/01,0,0,.00,0
CONR-1240,3,2017/11/01,1176,0,7138.74,0
CPCK-1152,2,2016/11/01,1,0,7.50,0
CPCK-1152,3,2017/10/01,5218,0,56027.36,0
CPCK-1152,3,2018/01/01,74,0,968.40,0
CPCK-1152,3,2017/03/01,1541,0,14784.40,0
CPCK-1152,3,2017/08/01,1639,0,16724.40,0
CPCK-1152,3,2017/09/01,3872,0,37489.64,0
CPCK-1152,3,2016/11/01,7601,0,90010.56,0
CPCK-1152,3,2016/10/01,4431,0,48378.96,0
CPCK-1152,3,2016/05/01,1036,0,10887.50,0
CPCK-1152,3,2018/02/01,44,0,545.00,0
CPCK-1152,3,2017/04/01,600,0,7629.56,0
CPCK-1152,3,2016/07/01,2096,0,18799.00,0
CPCK-1152,3,2016/08/01,1852,0,17252.84,0
CPCK-1152,3,2016/12/01,1568,0,21040.20,0
CPCK-1152,3,2017/06/01,1640,0,20215.80,0
CPCK-1152,3,2017/01/01,3580,0,30754.80,0
CPCK-1152,3,2017/12/01,2732,0,36405.40,0
CPCK-1152,3,2017/05/01,856,0,11173.72,0
CPCK-1152,3,2017/11/01,3516,0,41951.04,0
CPCK-1152,3,2016/06/01,2354,0,23444.44,0
CPCK-1152,3,2016/09/01,2562,0,27470.76,0
CPCK-1152,3,2017/07/01,1356,0,12638.20,0
CPCK-1152,3,2017/02/01,1416,0,13670.60,0
CPCK-1152,9,2016/05/01,-8,0,-100.00,0
CPCK-1152,9,2017/09/01,-3,0,-39.45,0
CPCK-1152,9,2016/09/01,-16,0,-200.00,0
CPCK-1152,9,2016/11/01,-16,0,-205.20,0
CPCK-1152,9,2017/01/01,-24,0,-300.00,0
CPCK-1152,9,2017/03/01,-2,0,-26.30,0
CPCK-1152,9,2016/07/01,-4,0,-50.00,0
CPCK-1152,9,2017/02/01,-10,0,-131.50,0
CSC6-1182,3,2016/10/01,840,0,7140.00,0
CSC6-1182,3,2016/09/01,30,0,255.00,0
CSCA-1106,3,2016/06/01,2004,0,14129.40,0
CSCA-1106,3,2017/10/01,468,0,4259.16,0
CSCA-1106,3,2017/02/01,540,0,2565.96,0
CSCA-1106,3,2016/10/01,6439,0,44002.80,0
CSCA-1106,3,2016/01/01,1368,0,9089.28,0
CSCA-1106,3,2016/09/01,3506,0,26441.20,0
CSCA-1106,3,2017/09/01,252,0,2305.80,0
CSCA-1106,3,2017/03/01,0,0,.00,0
CSCA-1106,3,2016/07/01,3898,0,25515.02,0
CSCA-1106,3,2016/02/01,3108,0,22245.00,0
CSCA-1106,3,2016/12/01,2244,0,16031.12,0
CSCA-1106,3,2016/11/01,4753,0,33773.60,0
CSCA-1106,3,2016/08/01,2630,0,17778.62,0
CSCA-1106,3,2016/05/01,1842,0,13468.92,0
CSCA-1106,3,2016/04/01,2832,0,17567.10,0
CSCA-1106,3,2017/01/01,564,0,3174.72,0
CSCA-1106,3,2016/03/01,3504,0,26712.60,0
CSCA-1106,3,2018/01/01,12,0,86.76,0
CSCA-1106,9,2017/02/01,-16,0,-143.20,0
CSCA-1106,9,2017/03/01,-7,0,-62.65,0
CSCA-1106,9,2016/09/01,-26,0,-221.90,0
CSCA-1106,9,2016/06/01,32,0,-286.40,0
CSCA4-1106,3,2017/03/01,108,0,918.00,0
CSCA4-1106,3,2016/12/01,256,0,2176.00,0
CSCA4-1106,3,2017/02/01,24,0,204.00,0
CSCO-1106,3,2017/03/01,2535,0,14271.12,0
CSCO-1106,3,2017/07/01,2124,0,13457.52,0
CSCO-1106,3,2017/12/01,4147,0,36543.60,0
CSCO-1106,3,2017/02/01,2046,0,14559.00,0
CSCO-1106,3,2017/06/01,1449,0,9127.80,0
CSCO-1106,3,2017/09/01,1925,0,12341.18,0
CSCO-1106,3,2017/11/01,2652,0,18758.70,0
CSCO-1106,3,2017/01/01,12,0,.00,0
CSCO-1106,3,2017/04/01,2028,0,11471.22,0
CSCO-1106,3,2017/05/01,632,0,3884.94,0
CSCO-1106,3,2017/08/01,1374,0,8745.78,0
CSCO-1106,3,2017/10/01,2982,0,20985.36,0
CSCO-1106,3,2018/01/01,351,0,2032.26,0
CSCO-1106,3,2018/02/01,222,0,1761.06,0
CSCP-1196,3,2016/12/01,52,0,353.60,0
CSCP-1196,3,2016/11/01,24,0,163.20,0
CSCP-1196,3,2016/09/01,70,0,476.00,0
CSCP-1196,3,2016/05/01,112,0,761.60,0
CSCP-1196,3,2016/07/01,32,0,217.60,0
CSCP-1196,3,2017/09/01,48,0,216.00,0
CSCP-1196,3,2017/03/01,138,0,679.20,0
CSCP-1196,3,2016/08/01,26,0,176.80,0
CSCP-1196,3,2017/06/01,30,0,204.00,0
CSCP-1196,3,2016/10/01,68,0,462.40,0
CSCP-1196,3,2017/04/01,245,0,1169.20,0
CSND-1208,3,2016/05/01,300,0,750.00,0
CST3-1209,3,2016/11/01,4355,0,69452.72,0
CST3-1209,3,2016/10/01,1935,0,28251.60,0
CST3-1209,3,2017/02/01,45,0,770.00,0
CST3-1209,3,2017/05/01,1368,0,24530.80,0
CST3-1209,3,2017/10/01,3755,0,63018.14,0
CST3-1209,3,2017/11/01,2880,0,49074.52,0
CST3-1209,3,2017/01/01,104,0,1540.00,0
CST3-1209,3,2016/07/01,0,0,.00,0
CST3-1209,3,2016/09/01,1270,0,23326.56,0
CST3-1209,3,2016/12/01,2275,0,42493.80,0
CST3-1209,3,2017/03/01,1,0,.00,0
CST3-1209,3,2018/02/01,81,0,1470.45,0
CST3-1209,3,2016/08/01,8,0,.00,0
CST3-1209,3,2018/01/01,401,0,6144.84,0
CST3-1209,3,2017/04/01,820,0,14758.64,0
CST3-1209,3,2017/08/01,1223,0,21597.70,0
CST3-1209,3,2017/12/01,1276,0,23084.16,0
CST3-1209,3,2016/06/01,0,0,.00,0
CST3-1209,3,2017/07/01,600,0,9674.32,0
CST3-1209,3,2017/06/01,220,0,3931.20,0
CST3-1209,3,2017/09/01,1244,0,18673.44,0
CST3-1209,9,2016/11/01,-8,0,-140.00,0
CST3-1209,9,2017/09/01,-16,0,-283.60,0
CSTA-1109,2,2016/05/01,12,0,120.00,0
CSTA-1109,2,2016/11/01,3,0,15.00,0
CSTA-1109,2,2016/12/01,12,0,-102.00,0
CSTA-1109,3,2017/09/01,0,0,.00,0
CSTA-1109,3,2016/01/01,1320,0,10413.00,0
CSTA-1109,3,2016/03/01,1680,0,14634.60,0
CSTA-1109,3,2017/02/01,0,0,.00,0
CSTA-1109,3,2016/09/01,2046,0,16463.40,0
CSTA-1109,3,2016/08/01,1618,0,13761.66,0
CSTA-1109,3,2016/02/01,1104,0,9112.80,0
CSTA-1109,3,2016/05/01,744,0,6216.67,0
CSTA-1109,3,2016/04/01,1200,0,10351.80,0
CSTA-1109,3,2016/11/01,1392,0,12087.60,0
CSTA-1109,3,2016/12/01,12,0,102.00,0
CSTA-1109,3,2017/01/01,0,0,.00,0
CSTA-1109,3,2017/08/01,0,0,.00,0
CSTA-1109,3,2016/07/01,804,0,6877.26,0
CSTA-1109,3,2017/03/01,0,0,.00,0
CSTA-1109,3,2017/05/01,0,0,.00,0
CSTA-1109,3,2016/06/01,792,0,6858.79,0
CSTA-1109,3,2016/10/01,2130,0,18465.96,0
CSTA-1109,9,2017/01/01,-20,0,-179.00,0
CSTA-1109,9,2016/11/01,-12,0,-107.40,0
CSTA-1109,9,2016/10/01,-4,0,-35.80,0
CSTA-1109,9,2016/08/01,-2,0,-17.90,0
CSTA-1109,9,2016/06/01,56,0,-501.20,0
CSTA-1109,9,2017/02/01,-73,0,-653.35,0
CSTA-1109,9,2017/08/01,-8,0,-71.60,0
CSTA-1109,9,2016/07/01,-12,0,-102.00,0
CSTA-1109,9,2017/05/01,-1,0,-8.95,0
CSTA-1109,9,2017/03/01,-16,0,-143.20,0
CSTA-1109,9,2016/09/01,-15,0,-128.85,0
CSTV-1261,3,2017/06/01,372,0,3042.00,0
CSTV-1261,3,2017/08/01,846,0,6600.42,0
CSTV-1261,3,2017/01/01,0,0,.00,0
CSTV-1261,3,2017/02/01,346,0,2744.04,0
CSTV-1261,3,2017/10/01,1566,0,10907.34,0
CSTV-1261,3,2017/12/01,6,0,51.00,0
CSTV-1261,3,2018/02/01,708,0,5380.44,0
CSTV-1261,3,2017/07/01,540,0,4592.46,0
CSTV-1261,3,2017/04/01,678,0,5702.04,0
CSTV-1261,3,2017/09/01,336,0,2882.40,0
CSTV-1261,3,2017/05/01,528,0,4391.76,0
CSTV-1261,3,2017/03/01,753,0,6216.72,0
CSTV-1261,3,2018/01/01,90,0,696.48,0
CSTV-1261,3,2017/11/01,1176,0,8204.16,0
CSTV-1261,9,2017/10/01,-12,0,-107.16,0
CSTV-1261,9,2018/01/01,-2,0,-17.90,0
CUP01R,3,2017/12/01,5500,0,1100.00,0
CUP01R,3,2017/03/01,3000,0,600.00,0
CUP01R,3,2017/05/01,4500,0,900.00,0
CUP01R,3,2016/12/01,5250,0,1050.00,0
CUP01R,3,2017/08/01,6250,0,1250.00,0
CUP01R,3,2016/03/01,2500,0,500.00,0
CUP01R,3,2016/05/01,4500,0,900.00,0
CUP01R,3,2017/11/01,5500,0,1100.00,0
CWCP-1198,3,2016/09/01,32,0,190.40,0
CWCP-1198,3,2016/05/01,256,0,1487.50,0
CWCP-1198,3,2017/02/01,792,0,4183.20,0
CWCP-1198,3,2017/05/01,91,0,527.05,0
CWCP-1198,3,2017/04/01,1482,0,9082.80,0
CWCP-1198,3,2016/08/01,13,0,77.35,0
CWCP-1198,3,2016/12/01,16,0,95.20,0
CWCP-1198,3,2016/11/01,18,0,107.10,0
CWCP-1198,3,2017/01/01,606,0,3720.00,0
CWCP-1198,3,2017/06/01,594,0,3679.80,0
DCM1-1243,3,2017/06/01,0,0,.00,0
DCM1-1243,3,2017/08/01,0,0,.00,0
DCM1-1243,3,2018/02/01,52,0,652.60,0
DCM1-1243,3,2018/01/01,26,0,185.04,0
DCM1-1243,3,2017/10/01,1136,0,14896.48,0
DCM1-1243,3,2017/07/01,0,0,.00,0
DCM1-1243,3,2017/09/01,0,0,.00,0
DCM1-1243,3,2017/11/01,5180,0,64347.76,0
DCM1-1243,3,2017/12/01,1748,0,25426.12,0
DCM1-1243,9,2018/01/01,-1,0,-13.15,0
DDSD-1119,3,2017/11/01,0,0,.00,0
DDSD-1119,3,2016/10/01,53,0,643.75,0
DDSD-1119,3,2016/08/01,64,0,769.00,0
DDSD-1119,3,2017/10/01,0,0,.00,0
DDSD-1119,3,2016/07/01,82,0,992.50,0
DDSD-1119,3,2016/12/01,5,0,50.00,0
DDSD-1119,3,2017/08/01,0,0,.00,0
DDSD-1119,3,2017/09/01,0,0,.00,0
DDSD-1119,3,2016/11/01,44,0,402.60,0
DDSD-1119,3,2017/04/01,80,0,1014.00,0
DDSD-1119,3,2017/06/01,0,0,.00,0
DDSD-1119,3,2017/12/01,0,0,.00,0
DDSD-1119,3,2016/05/01,4,0,50.00,0
DDSD-1119,3,2017/07/01,4,0,50.00,0
DDSD-1119,3,2016/01/01,44,0,550.00,0
DDSD-1119,3,2017/01/01,620,0,5290.00,0
DDSD-1119,3,2017/02/01,264,0,2480.00,0
DDSD-1119,3,2017/03/01,80,0,1000.00,0
DDSD-1119,3,2017/05/01,16,0,200.00,0
DDSD-1119,3,2016/03/01,1400,0,12192.00,0
DDSD-1119,3,2016/06/01,156,0,1909.10,0
DDSD-1119,3,2016/09/01,35,0,417.50,0
DDSD-1119,3,2016/02/01,72,0,900.00,0
DDSD-1119,9,2016/07/01,4,0,-50.00,0
DFM1-1244,3,2018/01/01,482,0,5593.64,0
DFM1-1244,3,2017/05/01,0,0,.00,0
