"Finished Good Item","Finished Good Location","Raw Material Item","Raw Material Location",Ratio
SWD4-1253,3,PKGSNWTAG2,3,1
SWD4-1253,3,RAK01R-YW,3,1
SWD4-1253,3,SHV01R-YW,3,1
SWDB-1251,3,DMPB-ASSY,3,1
SWDB-1251,3,"LABOR - Sand & Water Dumper (Pride)",3,1
SWDB-1251,3,PKG15x11x11,3,.17
SWDB-1251,3,PKGSNWHDR3,3,1
SWDB-1251,3,RAK01R,3,1
SWDB-1251,3,SHV01R,3,1
SWDR-1169,3,CDPA-ASSY,3,1
SWDR-1169,3,PKG15x11x11,3,.1667
SWDR-1169,3,PKGSNWHDR1,3,1
SWDR-1169,3,RAK01R-GR,3,1
SWDR-1169,3,SHV01R-GR,3,1
SWRB-1171,3,"BEAR-PILOT-SEA BLUE 298C",3,1
SWRB-1171,3,DUCK-YELLOW,3,1
SWRB-1171,3,HELY-ASSY,3,1
SWRB-1171,3,"LABOR - Sand & Water Rescue Boat  (Pride)",3,1
SWRB-1171,3,MES02R,3,1
SWRB-1171,3,PKG24x12x8,3,.25
SWRB-1171,3,PKGSNWTAG,3,1
SWRB2-1266,3,"BEAR-PILOT-SEA BLUE 298C",3,1
SWRB2-1266,3,DUCK-YELLOW,3,1
SWRB2-1266,3,HELY-ASSY,3,1
SWRB2-1266,3,"LABOR - SWRB2-1266 (VRS)",3,1
SWRB2-1266,3,MES03R,3,1
SWRB2-1266,3,PKG24x12x8,3,.25
SWRB2-1266,3,PKGSNWTAG2,3,1
SWSB-1172,3,BTLB-ASSY,3,.33
SWSB-1172,3,BTRO-ASSY,3,.33
SWSB-1172,3,BTSG-ASSY,3,.33
SWSB-1172,3,DUCK-YELLOW,3,1
SWSB-1172,3,"LABOR - SWSB-1172",3,1
SWSB-1172,3,MLD01R,3,1
SWSB-1172,3,PKG16x12x10,3,.13
SWSB-1172,3,PKGSNWHDR1,3,1
SWSB-1172,3,RAK01R-YW,3,1
SWSB-1172,3,SHV01R-YW,3,1
SWSC-1170,3,CSCA-ASSY,3,1
SWSC-1170,3,"LABOR - Sand & Water Scooper (pride)",3,1
SWSC-1170,3,PKG15x11x11,3,.1667
SWSC-1170,3,PKGSNWHDR1,3,1
SWSC-1170,3,RAK01R-GR,3,1
SWSC-1170,3,SHV01R-GR,3,1
SWSC2-1265,3,CSCA-ASSY,3,1
SWSC2-1265,3,"LABOR - SWSC-1170",3,1
SWSC2-1265,3,PKG15x11x11,3,.17
SWSC2-1265,3,PKGSNWHDR3,3,1
SWSC2-1265,3,RAK01R-GR,3,1
SWSC2-1265,3,SHV01R-GR,3,1
SWSE-1173,3,PKG16x12x10,3,.25
SWSE-1173,3,PKGSNWHDR2,3,1
SWSE-1173,3,RAK01R,3,1
SWSE-1173,3,SEAG-ASSY,3,.5
SWSE-1173,3,SEAY-ASSY,3,.5
SWSE-1173,3,SHV01R,3,1
TEA01R,5,CRM01R,5,1
TEA01R,5,CUP01R,5,4
TEA01R,5,KTB01R,5,1
TEA01R,5,"LABOR - TEA - VRS",5,1
TEA01R,5,LID01R,5,1
TEA01R,5,LID02R,5,1
TEA01R,5,PKGTEAMCT02,5,.16667
TEA01R,5,PKGTEARISB,5,1
TEA01R,5,PKGTEARIST02,5,1
TEA01R,5,PKGTEARTL,5,1
TEA01R,5,SAU01R,5,4
TEA01R,5,SPN01R,5,4
TEA01R,5,SUG02R,5,1
TEAB-1074,3,CRM01R-R,3,1
TEAB-1074,3,CUP01R-R,3,4
TEAB-1074,3,KTB01R-B,3,1
TEAB-1074,3,"LABOR - TEA - PRIDE",3,1
TEAB-1074,3,LID01R-Y,3,1
TEAB-1074,3,LID02R-Y,3,1
TEAB-1074,3,PKGTEAMCT02,3,.16667
TEAB-1074,3,PKGTEARISB,3,1
TEAB-1074,3,PKGTEARIST02,3,1
TEAB-1074,3,PKGTEARTL02,3,1
TEAB-1074,3,SAU01R-B,3,4
TEAB-1074,3,SPN01R,3,4
TEAB-1074,3,SUG02R-Y,3,1
TEAP-1483,,KTASSY,,1
TEAP-1483,,PKGTEAMCT,,.1667
TEAP-1483,,PKGTEARISB,,1
TEAP-1483,,PKGTEARTL,,1
TEAP-1483,,SAU01R,,4
TEAP-1483,,SPN01R-PK,,4
TEAP-1483,,SUG01R-PK,,1
TFT1-1216,3,CUP01R,3,2
TFT1-1216,3,KTB01R,3,1
TFT1-1216,3,"LABOR - TFT",3,1
TFT1-1216,3,LID01R,3,1
TFT1-1216,3,LID02R,3,1
TFT1-1216,3,PKG15x12x8,3,.33
TFT1-1216,3,PKGTFT1RTL,3,1
TFT1-1216,3,SAU01R,3,2
TFT1-1216,3,SPN01R,3,2
TFT1-1216,3,SUG02R,3,1
TFT3-1216,3,CUP01R,3,2
TFT3-1216,3,KTB01R,3,1
TFT3-1216,3,"LABOR - TFT",3,1
TFT3-1216,3,LID01R,3,1
TFT3-1216,3,LID02R,3,1
TFT3-1216,3,PKG15x12x8,3,.33
TFT3-1216,3,PKGTFT1RTL,3,1
TFT3-1216,3,SAU01R,3,2
TFT3-1216,3,SPN01R,3,2
TFT3-1216,3,SUG02R,3,1
TLSB-1019,3,BLT01R,3,2
TLSB-1019,3,CON01R-GR,3,2
TLSB-1019,3,HAM01R-GR,3,1
TLSB-1019,3,HAN01R-YW,3,1
TLSB-1019,3,"LABOR - TLS -Pride",3,1
TLSB-1019,3,MES01R,3,1
TLSB-1019,3,NAI01R,3,2
TLSB-1019,3,NUT01R,3,2
TLSB-1019,3,PKGTLSMCT02,3,.16667
TLSB-1019,3,PKGTLSRTL02,3,1
TLSB-1019,3,PLI01R-YW,3,1
TLSB-1019,3,SAW01R-YW,3,1
TLSB-1019,3,SCF01R-GR,3,1
TLSB-1019,3,SCP01R-GR,3,1
TLSB-1019,3,TBX01R-BL,3,1
TLSB-1019,3,WRE01R-YW,3,1
TLSB2-1286,3,BLT01R,3,2
TLSB2-1286,3,CON01R-GR,3,2
TLSB2-1286,3,HAM01R-GR,3,1
TLSB2-1286,3,HAN01R-YW,3,1
TLSB2-1286,3,"LABOR - TLSB2-1286",3,1
TLSB2-1286,3,MES01R,3,1
TLSB2-1286,3,NAI01R,3,2
TLSB2-1286,3,NUT01R,3,2
TLSB2-1286,3,PKGCLSDSHRT,3,1
TLSB2-1286,3,PKGCLSDSHRTMCT,3,1
TLSB2-1286,3,PKGTLSBSLVA,3,1
TLSB2-1286,3,PLI01R-YW,3,1
TLSB2-1286,3,SAW01R-YW,3,1
TLSB2-1286,3,SCF01R-GR,3,1
TLSB2-1286,3,SCP01R-GR,3,1
TLSB2-1286,3,TBX01R-BL,3,1
TLSB2-1286,3,WRE01R-YW,3,1
TLSP-1011,3,BLT01R,3,2
TLSP-1011,3,CON01R-PR,3,2
TLSP-1011,3,HAM01R-PR,3,1
TLSP-1011,3,HAN01R-GR,3,1
TLSP-1011,3,"LABOR - TLS -Pride",3,1
TLSP-1011,3,MES01R,3,1
TLSP-1011,3,NAI01R,3,2
TLSP-1011,3,NUT01R,3,2
TLSP-1011,3,PKGTLSMCT02,3,.16667
TLSP-1011,3,PKGTLSRTL02,3,1
TLSP-1011,3,PLI01R-GR,3,1
TLSP-1011,3,SAW01R-GR,3,1
TLSP-1011,3,SCF01R-PR,3,1
TLSP-1011,3,SCP01R-PR,3,1
TLSP-1011,3,TBX01R-PK,3,1
TLSP-1011,3,WRE01R-GR,3,1
TLSP2-1287,3,BLT01R,3,2
TLSP2-1287,3,CON01R-PR,3,2
TLSP2-1287,3,HAM01R-PR,3,1
TLSP2-1287,3,HAN01R-GR,3,1
TLSP2-1287,3,"LABOR - TLSP2-1287",3,1
TLSP2-1287,3,MES01R,3,1
TLSP2-1287,3,NAI01R,3,2
TLSP2-1287,3,NUT01R,3,2
TLSP2-1287,3,PKGCLSDSHRT,3,1
TLSP2-1287,3,PKGCLSDSHRTMCT,3,1
TLSP2-1287,3,PKGTLSPSLVA,3,1
TLSP2-1287,3,PLI01R-GR,3,1
TLSP2-1287,3,SAW01R-GR,3,1
TLSP2-1287,3,SCF01R-PR,3,1
TLSP2-1287,3,SCP01R-PR,3,1
TLSP2-1287,3,TBX01R-PK,3,1
TLSP2-1287,3,WRE01R-GR,3,1
WDS1-1255,5,BUC01R-BL,5,1
WDS1-1255,5,"LABOR - WDS1 (VRS)",5,1
WDS1-1255,5,MES03R,5,1
WDS1-1255,5,PKG20x16x10,5,.5
WDS1-1255,5,PKGSNWTAG2,5,1
WDS1-1255,5,ROP01,5,1
WDS1-1255,5,WAGB-ASSY01,5,.5
WDS1-1255,5,WAGB-ASSY02,5,.5
WDS1-1255,5,WTCG-ASSY,5,1
WDS2-1320,3,BUC01R-BL,3,1
WDS2-1320,3,"LABOR - WDS2-1320",3,1
WDS2-1320,3,MES01R,3,1
WDS2-1320,3,PKGSNWTAG2,3,1
WDS2-1320,3,ROP03,3,1
WDS2-1320,3,WAGO-1227,3,1
WDS2-1320,3,WTCG-1111,3,1
ZB01-1093,3,"LABOR - Zulily Bundle - Orion",3,1
ZB01-1093,3,SUBB-1032,3,1
ZB01-1093,3,TUG01R-Y,3,1
ZB02-1094,3,"LABOR - Zulily Bundle - Orion",3,1
ZB02-1094,3,SPSA-1036,3,1
ZB02-1094,3,STK01R,3,1
ZB03-1095,3,AIRB-1027,3,1
ZB03-1095,3,"LABOR - Zulily Bundle - Orion",3,1
ZB03-1095,3,SEAG-1029,3,1
ZB04-1096,3,FLRA-1481,3,1
ZB04-1096,3,"LABOR - Zulily Bundle - Orion",3,1
ZB04-1096,3,TRTO-1042,3,1
ZB05-1097,3,DTK01R,3,1
ZB05-1097,3,DTKP-1010,3,1
ZB05-1097,3,"LABOR - Zulily Bundle - Orion",3,1
ZB06-1098,3,"LABOR - Zulily Bundle - Orion",3,1
ZB06-1098,3,SLDA-1013,3,1
ZB06-1098,3,STPA-1477,3,1
ZB06-1098,3,STSA-8587,3,1
ZB07-1139,3,DTK01R,3,1
ZB07-1139,3,FTK01R,3,1
ZB07-1139,3,"LABOR - Zulily Bundle - Orion",3,1
ZB08-1140,3,FRBA-1038,3,1
ZB08-1140,3,"LABOR - Zulily Bundle - Orion",3,1
ZB08-1140,3,SEAG-1029,3,1
ZB09-1141,3,"LABOR - Zulily Bundle - Orion",3,1
ZB09-1141,3,SPSA-1036,3,1
ZB09-1141,3,STCA-8586,3,1
ZB10-1142,3,"LABOR - Zulily Bundle - Orion",3,1
ZB10-1142,3,RACB-1479,3,1
ZB10-1142,3,RACR-1478,3,1
ZB11-1273,3,CPCK-1152,3,1
ZB11-1273,3,TEA01R,3,1
ZB12-1274,3,FLWA-1012,3,1
ZB12-1274,3,TLSP-1011,3,1
ZB13-1275,3,GAR01R,3,1
ZB13-1275,3,WTCG-1111,3,1
ZB14-1276,3,FTK01R,3,1
ZB14-1276,3,RTK01R,3,1
ZB15-2991,3,CHP1-1151,3,1
ZB15-2991,3,ENGR-1154,3,1
ZB15-2991,3,PTRB-1153,3,1
