Internal ID,project internal ID,Name,customer internal ID,Customer,Class,Contract Date,Start Date,Status,Project Type,Projected End Date
16699,16699,Sysco : Sysco Annual Retainer 2017,115,Sysco,Annual Retainer,5/1/2017,9/1/2017,Awarded,,
16700,16700,Sysco : Sysco ESG Retainer 2017,115,Sysco,Other,5/1/2017,9/1/2017,Awarded,,
16701,16701,"Take-Two Interactive Software, Inc. : Take Two Annual Retainer 2017",116,"Take-Two Interactive Software, Inc.",Annual Retainer,5/1/2017,5/1/2017,Awarded,,
1757,1757,"Take-Two Interactive Software, Inc. : Take Two Interactive Shareholder Proposal 2014",116,"Take-Two Interactive Software, Inc.",,5/23/2014,5/23/2014, ,,
1759,1759,"Take-Two Interactive Software, Inc. : Take Two Interactive SoP 2015",116,"Take-Two Interactive Software, Inc.",,6/16/2015,5/1/2015, ,,
1760,1760,"Take-Two Interactive Software, Inc. : Take Two Interactive SoP 2016",116,"Take-Two Interactive Software, Inc.",,6/8/2016,5/1/2016, ,,
1758,1758,"Take-Two Interactive Software, Inc. : Take Two Interactive Vote No 2014",116,"Take-Two Interactive Software, Inc.",,6/11/2014,6/11/2014, ,,
16702,16702,"Take-Two Interactive Software, Inc. : Take Two Shareholder Proposal 2017",116,"Take-Two Interactive Software, Inc.",Shareholder Proposal,5/1/2017,5/1/2017,Awarded,,
1761,1761,Target Corporation : Target Annual Retainer 2013,117,Target Corporation,,7/19/2013,7/19/2013, ,,
1765,1765,Target Corporation : Target Annual Retainer 2015,117,Target Corporation,,6/16/2015,7/19/2015, ,,
1766,1766,Target Corporation : Target Annual Retainer 2016,117,Target Corporation,,6/29/2016,7/19/2016, ,,
1763,1763,Target Corporation : Target Shareholder Proposal 2014,117,Target Corporation,,8/29/2014,8/29/2014, ,,
1764,1764,Target Corporation : Target SoP 2014,117,Target Corporation,,12/5/2014,12/5/2014, ,,
1762,1762,Target Corporation : Target Vote No 2013,117,Target Corporation,,10/25/2013,1/21/2014, ,,
17526,17526,Technip : Technip SoP 2018,15738,Technip,SoP,4/20/2017,4/20/2017,Awarded,,
1767,1767,Tenet Health : Tenet Health Annual Retainer 2015,118,Tenet Health,,7/22/2015,7/22/2015, ,,
2729,2729,Tenet Health : Tenet Health Annual Retainer 2016,118,Tenet Health,,6/30/2016,7/1/2016, ,,
1768,1768,Tenet Health : Tenet Health Other 2015,118,Tenet Health,,11/20/2015,11/20/2015, ,,
1769,1769,Tesla Motors : Tesla Shareholder Proposal 2016,119,Tesla Motors,,1/26/2016,1/26/2016, ,,
1770,1770,Texas Instruments Incorporated : Texas Instruments Annual Retainer 2014,120,Texas Instruments Incorporated,,6/11/2014,6/11/2014, ,,
1771,1771,Texas Instruments Incorporated : Texas Instruments Annual Retainer 2015,120,Texas Instruments Incorporated,,6/11/2015,6/11/2015, ,,
1772,1772,Texas Instruments Incorporated : Texas Instruments Annual Retainer 2016,120,Texas Instruments Incorporated,,6/1/2016,6/11/2016, ,,
16708,16708,Texas Instruments Incorporated : Texas Instruments Annual Retainer 2017,120,Texas Instruments Incorporated,Annual Retainer,6/9/2017,6/11/2017,Awarded,,
1773,1773,TIBCO Software Inc : TIBCO Annual Retainer 2014,1465,TIBCO Software Inc,,7/24/2014,7/24/2014, ,,
1774,1774,Time Warner Cable : Time Warner Cable M&A 2014,123,Time Warner Cable,,4/8/2014,4/8/2014, ,,
16703,16703,Time Warner Inc. : Time Warner Inc M&A 2017,124,Time Warner Inc.,M&A,1/6/2017,1/6/2017,Awarded,,
1777,1777,Time Warner Inc. : Time Warner Inc Other 2016,124,Time Warner Inc.,,2/1/2016,2/1/2016, ,,
16704,16704,Time Warner Inc. : Time Warner Inc Other 2017,124,Time Warner Inc.,Other,1/6/2017,1/6/2017,Awarded,,
1775,1775,Time Warner Inc. : Time Warner Inc SoP 2014,124,Time Warner Inc.,,1/24/2014,1/24/2014, ,,
1776,1776,Time Warner Inc. : Time Warner Inc SoP 2015,124,Time Warner Inc.,,2/26/2015,3/1/2015, ,,
1778,1778,TiVo : Tivo SoP 2015,125,TiVo,,10/2/2015,10/2/2015, ,,
1779,1779,Tower Watson : Tower Watson M&A 2015,126,Tower Watson,,10/15/2015,10/15/2015, ,,
1780,1780,Twitter : Twitter Annual Retainer 2016,1526,Twitter,,8/1/2016,8/1/2016, ,,
16705,16705,Universal Insurance : Universal Insurance SoP 2017,15013,Universal Insurance,SoP,3/31/2017,3/31/2017,Awarded,,
13499,13499,United States Steel Corp : US Steel Annual Retainer 2017,127,United States Steel Corp,Annual Retainer,1/12/2017,1/12/2017,Awarded,,
1781,1781,United States Steel Corp : US Steel SoP 2016,127,United States Steel Corp,,1/14/2016,1/14/2016, ,,
1782,1782,"Valeant Pharmaceuticals, Inc. : Valeant M&A 2014",128,"Valeant Pharmaceuticals, Inc.",,6/30/2014,6/30/2014, ,,
1783,1783,Varian Medical Systems : Varian Medical SoP 2016,129,Varian Medical Systems,,1/18/2016,1/18/2016, ,,
1784,1784,Visa Inc. : Visa Annual Retainer 2014,130,Visa Inc.,,8/27/2014,8/28/2014, ,,
1785,1785,VMWare : VMware Annual Retainer 2015,131,VMWare,,3/17/2015,3/17/2015, ,,
1786,1786,Vornado : Vornado Annual Retainer 2014 1,132,Vornado,,1/27/2014,1/27/2014, ,,
1787,1787,Vornado : Vornado Annual Retainer 2014 2,132,Vornado,,12/18/2014,1/1/2015, ,,
1788,1788,Vornado : Vornado Annual Retainer 2015,132,Vornado,,12/3/2015,1/1/2016, ,,
13500,13500,Vornado : Vornado Annual Retainer 2017,132,Vornado,Annual Retainer,12/20/2016,1/1/2017,Awarded,,
17514,17514,Vornado : Vornado Proxy Support 2017,132,Vornado,Other,5/8/2017,5/8/2017,Awarded,,
1789,1789,Vornado : Vornado Vote No 2016,132,Vornado,,3/18/2016,3/18/2016, ,,
13476,13476,Walgreens Boots : Walgreens Annual Retainer 2016,5643,Walgreens Boots,Annual Retainer,11/22/2016,10/6/2016,Awarded,,
1790,1790,Walmart : Walmart Annual Retainer 2014,133,Walmart,,10/2/2014,9/15/2014, ,,
1791,1791,Walmart : Walmart Annual Retainer 2015,133,Walmart,,7/1/2015,7/1/2015, ,,
16706,16706,Wells Fargo : Wells Fargo Vote No 2017,15634,Wells Fargo,Vote No,4/22/2017,4/22/2017,Awarded,,
1792,1792,Western Digital : Western Digital Annual Retainer 2016,1528,Western Digital,,7/5/2016,7/5/2016, ,,
2644,2644,Western Digital : Western Digital SoP 2016,1528,Western Digital,,9/14/2016,9/14/2016, ,,
1793,1793,"Windstream Holdings, Inc : WindStream Shareholder Proposal 2015",134,"Windstream Holdings, Inc",,1/2/2015,1/2/2015, ,,
8364,8364,Wolverine : Wolverine SoP 2016,8157,Wolverine,,10/26/2016,10/26/2016, ,,
15223,15223,XL Group : XL Group Annual Retainer 2017,135,XL Group,Annual Retainer,3/2/2017,4/11/2017,Awarded,,
1794,1794,XL Group : XL Group SoP 2016,135,XL Group,,4/11/2016,4/11/2016, ,,
15224,15224,XL Group : XL Group SoP 2017,135,XL Group,SoP,3/2/2017,3/2/2017,Awarded,,
16713,16713,XL Group : XL Group SoP 2018,135,XL Group,Annual Retainer,6/15/2017,6/15/2017,Awarded,,
1795,1795,Yahoo : Yahoo Activism 2015,136,Yahoo,,12/10/2015,12/10/2015, ,,
